date,open,high,low,close
2022-09-14,0.9984,1.0018,0.9957,0.9984
2022-09-15,0.9988,1.0036,0.9946,0.9988
2022-09-18,1.0022,1.0028,0.9967,1.0022
2022-09-19,1.003,1.005,0.9957,1.003
2022-09-20,0.9971,0.9974,0.9869,0.9971
2022-09-21,0.9831,0.9906,0.9811,0.9831
2022-09-22,0.9842,0.9852,0.9704,0.9842
2022-09-25,0.969,0.97,0.9582,0.969
2022-09-26,0.9624,0.967,0.9595,0.9624
2022-09-27,0.9596,0.9686,0.954,0.9596
2022-09-28,0.9708,0.9787,0.9638,0.9708
2022-09-29,0.983,0.985,0.9736,0.983
2022-10-02,0.9793,0.9844,0.9754,0.9793
2022-10-03,0.9832,0.998,0.9807,0.9832
2022-10-04,0.9984,0.9994,0.9835,0.9984
2022-10-05,0.9911,0.9926,0.9789,0.9911
2022-10-06,0.9789,0.9816,0.9732,0.9789
2022-10-09,0.9735,0.9752,0.9683,0.9735
2022-10-10,0.971,0.9758,0.9674,0.971
2022-10-11,0.97,0.9733,0.967,0.97
2022-10-12,0.9708,0.9795,0.9636,0.9708
2022-10-13,0.9751,0.9804,0.9709,0.9751
2022-10-16,0.9739,0.9847,0.9725,0.9739
2022-10-17,0.9846,0.9874,0.9815,0.9846
2022-10-18,0.9864,0.9867,0.976,0.9864
2022-10-19,0.9766,0.9845,0.9756,0.9766
2022-10-20,0.9779,0.9857,0.9707,0.9779
2022-10-23,0.986,0.989,0.9809,0.986
2022-10-24,0.9887,0.9975,0.9852,0.9887
2022-10-25,0.9964,1.0081,0.9945,0.9964
2022-10-26,1.0092,1.0095,0.9976,1.0092
2022-10-27,0.9968,0.9999,0.9931,0.9968
2022-10-31,0.9955,0.9968,0.9874,0.9955
2022-11-01,0.9886,0.9952,0.9862,0.9886
2022-11-02,0.9878,0.9914,0.9868,0.9878
2022-11-03,0.9814,0.984,0.9731,0.9814
2022-11-04,0.975,0.9938,0.9748,0.975
2022-11-07,0.9929,1.0005,0.9919,0.9929
2022-11-08,1.0019,1.0094,0.9976,1.0019
2022-11-09,1.0081,1.0089,1.0013,1.0081
2022-11-10,1.002,1.0183,0.9938,1.002
2022-11-11,1.0192,1.0338,1.0166,1.0192
2022-11-14,1.0329,1.035,1.0274,1.0329
2022-11-15,1.0319,1.0475,1.0314,1.0319
2022-11-16,1.0358,1.0437,1.0336,1.0358
2022-11-17,1.0395,1.0406,1.0309,1.0395
2022-11-18,1.0362,1.0396,1.0328,1.0362
2022-11-21,1.0331,1.0333,1.0227,1.0331
2022-11-22,1.0246,1.029,1.0243,1.0246
2022-11-23,1.0311,1.0382,1.0298,1.0311
2022-11-24,1.0416,1.0448,1.0384,1.0416
2022-11-25,1.0408,1.0429,1.0356,1.0408
2022-11-28,1.0368,1.0497,1.0342,1.0368
2022-11-29,1.0346,1.0394,1.0325,1.0346
2022-11-30,1.0324,1.0395,1.0292,1.0324
2022-12-01,1.0425,1.0531,1.0398,1.0425
2022-12-02,1.0528,1.0545,1.0434,1.0528
2022-12-05,1.0544,1.0594,1.0492,1.0544
2022-12-06,1.0497,1.0532,1.0477,1.0497
2022-12-07,1.0469,1.0546,1.0444,1.0469
2022-12-08,1.0513,1.0563,1.0492,1.0513
2022-12-09,1.056,1.0588,1.052,1.056
2022-12-12,1.0522,1.0579,1.0507,1.0522
2022-12-13,1.0542,1.0669,1.0529,1.0542
2022-12-14,1.0627,1.067,1.062,1.0627
2022-12-15,1.0676,1.0726,1.0607,1.0676
2022-12-16,1.0641,1.0663,1.0599,1.0641
2022-12-19,1.0585,1.0659,1.0577,1.0585
2022-12-20,1.0615,1.0656,1.0581,1.0615
2022-12-21,1.0627,1.0644,1.0597,1.0627
2022-12-22,1.061,1.0657,1.0584,1.061
2022-12-23,1.0603,1.0631,1.0588,1.0603
2022-12-26,1.0668,1.0637,1.0609,1.0668
2022-12-27,1.064,1.0669,1.0612,1.064
2022-12-28,1.0637,1.0674,1.0614,1.0637
2022-12-29,1.0629,1.067,1.0612,1.0629
2022-12-30,1.0661,1.0698,1.0639,1.0661
2023-01-02,1.071,1.0712,1.0653,1.071
2023-01-03,1.0678,1.0683,1.0522,1.0678
2023-01-04,1.0547,1.0632,1.0546,1.0547
2023-01-05,1.0606,1.0633,1.0516,1.0606
2023-01-06,1.0522,1.0622,1.0485,1.0522
2023-01-09,1.0656,1.076,1.0653,1.0656
2023-01-10,1.0733,1.0757,1.0713,1.0733
2023-01-11,1.0739,1.0775,1.0727,1.0739
2023-01-12,1.0766,1.0838,1.0738,1.0766
2023-01-13,1.086,1.0868,1.0781,1.086
2023-01-16,1.0825,1.0875,1.0803,1.0825
