date,open,high,low,close
2020-07-09,40.87,40.99,39.27,39.62
2020-07-10,39.58,40.77,38.54,40.55
2020-07-13,40.35,40.72,39.47,40.1
2020-07-14,39.6,40.57,39.07,40.29
2020-07-15,40.55,41.26,40.08,41.2
2020-07-16,40.97,41.18,40.52,40.75
2020-07-17,40.72,40.9,40.02,40.59
2020-07-20,40.64,40.91,39.83,40.81
2020-07-21,40.65,42.4,40.64,41.96
2020-07-22,41.54,42.03,41.14,41.9
2020-07-23,41.95,42.36,40.83,41.07
2020-07-24,41.06,41.67,40.66,41.29
2020-07-27,41.26,41.82,40.48,41.6
2020-07-28,41.65,41.93,40.85,41.04
2020-07-29,41.13,41.57,40.93,41.27
2020-07-30,41.32,41.39,38.72,39.92
2020-07-31,40.34,40.55,39.66,40.27
2020-08-03,40.39,41.24,39.58,41.01
2020-08-04,40.78,42.08,40.14,41.7
2020-08-05,41.56,43.52,41.47,42.19
2020-08-06,42.19,42.65,41.61,41.95
2020-08-07,41.97,42.22,41.06,41.22
2020-08-10,41.5,42.33,41.17,41.94
2020-08-11,41.98,42.94,41.48,41.61
2020-08-12,41.62,42.9,41.53,42.67
2020-08-13,42.57,42.84,42.09,42.24
2020-08-14,42.33,42.57,41.62,42.01
2020-08-17,42.24,42.97,41.8,42.89
2020-08-18,42.79,42.99,42.11,42.89
2020-08-19,42.6,43.03,42.36,42.93
2020-08-20,42.74,42.79,41.5,42.58
2020-08-21,42.75,42.96,41.46,42.34
2020-08-24,42.48,42.89,42.23,42.62
2020-08-25,42.36,43.57,42.31,43.35
2020-08-26,43.39,43.78,43.0,43.39
2020-08-27,43.45,43.5,42.36,43.04
2020-08-28,42.98,43.42,42.69,42.97
2020-08-31,42.91,43.57,42.56,42.61
2020-09-01,42.83,43.43,42.72,42.76
2020-09-02,43.02,43.21,41.23,41.51
2020-09-03,41.63,41.79,40.22,41.37
2020-09-04,41.25,41.87,39.35,39.77
2020-09-08,39.48,39.59,36.13,36.76
2020-09-09,36.79,38.45,36.16,38.05
2020-09-10,37.8,38.18,36.93,37.3
2020-09-11,37.01,37.82,36.67,37.33
2020-09-14,37.32,37.68,36.82,37.26
2020-09-15,37.28,38.57,37.06,38.28
2020-09-16,38.35,40.34,38.35,40.16
2020-09-17,40.19,41.22,39.42,40.97
2020-09-18,40.97,41.49,40.3,41.11
2020-09-21,40.98,41.27,38.66,39.31
2020-09-22,39.63,40.02,39.0,39.6
2020-09-23,39.76,40.75,39.26,39.93
